"domainID","siteID","horizontalPosition","date","mean.parws","median.parws"
"D19","CARI","102",2017-09-30,75.6584712482468,1.98
"D19","CARI","102",2017-10-01,148.387444444444,0.87
"D19","CARI","102",2017-10-02,75.7523125,0.56
"D19","CARI","102",2017-10-03,86.195125,0.665
"D19","CARI","102",2017-10-04,57.2355694444444,0.27
"D19","CARI","102",2017-10-05,69.5445486111111,0.26
"D19","CARI","102",2017-10-06,81.7696597222222,0.15
"D19","CARI","102",2017-10-07,55.0986111111111,0.045
"D19","CARI","102",2017-10-08,47.303375,0.05
"D19","CARI","102",2017-10-09,60.056,0.02
"D19","CARI","102",2017-10-10,21.6204930555556,0
"D19","CARI","102",2017-10-11,71.2976111111111,0.01
"D19","CARI","102",2017-10-12,109.675152777778,0.03
"D19","CARI","102",2017-10-13,43.047375,0
"D19","CARI","102",2017-10-14,58.3797361111111,0.01
"D19","CARI","102",2017-10-15,85.6866736111111,0.01
"D19","CARI","102",2017-10-16,43.5401111111111,0.03
"D19","CARI","102",2017-10-17,16.2453819444444,0
"D19","CARI","102",2017-10-18,16.1366111111111,0
"D19","CARI","102",2017-10-19,20.4725625,0.01
"D19","CARI","102",2017-10-20,5.81637959866221,0.01
"D19","CARI","102",2018-05-17,NA,NA
"D19","CARI","102",2018-05-18,NA,NA
"D19","CARI","102",2018-05-19,NA,NA
"D19","CARI","102",2018-05-20,NA,NA
"D19","CARI","102",2018-05-21,NA,NA
"D19","CARI","102",2018-05-22,NA,NA
"D19","CARI","102",2018-05-23,NA,NA
"D19","CARI","102",2018-05-24,NA,NA
"D19","CARI","102",2018-05-25,NA,NA
"D19","CARI","102",2018-05-26,NA,NA
"D19","CARI","102",2018-05-27,NA,NA
"D19","CARI","102",2018-05-28,NA,NA
"D19","CARI","102",2018-05-29,NA,NA
"D19","CARI","102",2018-05-30,NA,NA
"D19","CARI","102",2018-05-31,NA,NA
"D19","CARI","102",2018-06-01,NA,NA
"D19","CARI","102",2018-06-02,NA,NA
"D19","CARI","102",2018-06-03,NA,NA
"D19","CARI","102",2018-06-04,NA,NA
"D19","CARI","102",2018-06-05,NA,NA
"D19","CARI","102",2018-06-06,NA,NA
"D19","CARI","102",2018-06-07,1294.18607940447,1306.75
"D19","CARI","102",2018-06-08,500.901430555556,431.85
"D19","CARI","102",2018-06-09,458.407222222222,336.075
"D19","CARI","102",2018-06-10,255.049111111111,162.4
"D19","CARI","102",2018-06-11,240.269222222222,96.485
"D19","CARI","102",2018-06-12,293.586256944444,183.685
"D19","CARI","102",2018-06-13,360.829381944444,196.05
"D19","CARI","102",2018-06-14,374.744902777778,309.255
"D19","CARI","102",2018-06-15,456.618319444444,209.985
"D19","CARI","102",2018-06-16,274.155541666667,124.895
"D19","CARI","102",2018-06-17,383.446923611111,241.45
"D19","CARI","102",2018-06-18,233.860555555556,210.015
"D19","CARI","102",2018-06-19,386.431423611111,183.03
"D19","CARI","102",2018-06-20,617.342534722222,528.99
"D19","CARI","102",2018-06-21,360.195816072908,238.16
"D19","CARI","102",2018-06-22,223.790708333333,114.56
"D19","CARI","102",2018-06-23,529.854451388889,312.245
"D19","CARI","102",2018-06-24,556.337333333333,400.335
"D19","CARI","102",2018-06-25,610.7926875,555.53
"D19","CARI","102",2018-06-26,559.919125,450.975
"D19","CARI","102",2018-06-27,475.880833333333,314.325
"D19","CARI","102",2018-06-28,373.868923611111,280.575
"D19","CARI","102",2018-06-29,367.335397951143,208.19
"D19","CARI","102",2018-06-30,418.5320625,258.895
"D19","CARI","102",2018-07-01,379.932701388889,240.285
"D19","CARI","102",2018-07-02,437.812319444444,191.51
"D19","CARI","102",2018-07-03,591.872402777778,471.19
"D19","CARI","102",2018-07-04,638.495409722222,509.26
"D19","CARI","102",2018-07-05,346.968022328549,170.015
"D19","CARI","102",2018-07-06,419.252541666667,395.095
"D19","CARI","102",2018-07-07,454.981930555556,318.05
"D19","CARI","102",2018-07-08,305.472083333333,183.59
