"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","wTemp","date","time"
"D01","HOPB","111","100",2019-09-30 17:50:00,2019-09-30 17:55:00,12.313,2019-09-30,"17:50:00"
"D01","HOPB","111","100",2019-09-30 17:55:00,2019-09-30 18:00:00,12.379,2019-09-30,"17:55:00"
"D01","HOPB","111","100",2019-09-30 18:00:00,2019-09-30 18:05:00,12.445,2019-09-30,"18:00:00"
"D01","HOPB","111","100",2019-09-30 18:05:00,2019-09-30 18:10:00,12.51,2019-09-30,"18:05:00"
"D01","HOPB","111","100",2019-09-30 18:10:00,2019-09-30 18:15:00,12.565,2019-09-30,"18:10:00"
"D01","HOPB","111","100",2019-09-30 18:15:00,2019-09-30 18:20:00,12.61,2019-09-30,"18:15:00"
"D01","HOPB","111","100",2019-09-30 18:20:00,2019-09-30 18:25:00,12.644,2019-09-30,"18:20:00"
"D01","HOPB","111","100",2019-09-30 18:25:00,2019-09-30 18:30:00,12.666,2019-09-30,"18:25:00"
"D01","HOPB","111","100",2019-09-30 18:30:00,2019-09-30 18:35:00,12.685,2019-09-30,"18:30:00"
"D01","HOPB","112","100",2019-09-16 17:30:00,2019-09-16 17:35:00,15.495,2019-09-16,"17:30:00"
"D01","HOPB","112","100",2019-09-16 17:35:00,2019-09-16 17:40:00,15.532,2019-09-16,"17:35:00"
"D01","HOPB","112","100",2019-09-16 17:40:00,2019-09-16 17:45:00,15.556,2019-09-16,"17:40:00"
"D01","HOPB","112","100",2019-09-16 17:45:00,2019-09-16 17:50:00,15.587,2019-09-16,"17:45:00"
"D01","HOPB","112","100",2019-09-16 17:50:00,2019-09-16 17:55:00,15.621,2019-09-16,"17:50:00"
"D01","HOPB","112","100",2019-09-16 17:55:00,2019-09-16 18:00:00,15.653,2019-09-16,"17:55:00"
"D01","HOPB","112","100",2019-09-16 18:00:00,2019-09-16 18:05:00,15.687,2019-09-16,"18:00:00"
"D01","HOPB","112","100",2019-09-16 18:05:00,2019-09-16 18:10:00,15.723,2019-09-16,"18:05:00"
"D01","HOPB","112","100",2019-09-16 18:10:00,2019-09-16 18:15:00,15.757,2019-09-16,"18:10:00"
"D01","HOPB","112","100",2019-09-16 18:15:00,2019-09-16 18:20:00,15.795,2019-09-16,"18:15:00"
"D01","HOPB","112","100",2019-09-16 18:20:00,2019-09-16 18:25:00,15.835,2019-09-16,"18:20:00"
"D01","HOPB","112","100",2019-09-16 18:25:00,2019-09-16 18:30:00,15.859,2019-09-16,"18:25:00"
"D01","HOPB","112","100",2019-09-16 18:30:00,2019-09-16 18:35:00,15.899,2019-09-16,"18:30:00"
"D01","HOPB","112","100",2019-09-17 17:30:00,2019-09-17 17:35:00,13.62,2019-09-17,"17:30:00"
"D01","HOPB","112","100",2019-09-17 17:35:00,2019-09-17 17:40:00,13.654,2019-09-17,"17:35:00"
"D01","HOPB","112","100",2019-09-17 17:40:00,2019-09-17 17:45:00,13.691,2019-09-17,"17:40:00"
"D01","HOPB","112","100",2019-09-17 17:45:00,2019-09-17 17:50:00,13.736,2019-09-17,"17:45:00"
"D01","HOPB","112","100",2019-09-17 17:50:00,2019-09-17 17:55:00,13.771,2019-09-17,"17:50:00"
"D01","HOPB","112","100",2019-09-17 17:55:00,2019-09-17 18:00:00,13.795,2019-09-17,"17:55:00"
"D01","HOPB","112","100",2019-09-17 18:00:00,2019-09-17 18:05:00,13.834,2019-09-17,"18:00:00"
"D01","HOPB","112","100",2019-09-17 18:05:00,2019-09-17 18:10:00,13.87,2019-09-17,"18:05:00"
"D01","HOPB","112","100",2019-09-17 18:10:00,2019-09-17 18:15:00,13.91,2019-09-17,"18:10:00"
"D01","HOPB","112","100",2019-09-17 18:15:00,2019-09-17 18:20:00,13.955,2019-09-17,"18:15:00"
"D01","HOPB","112","100",2019-09-17 18:20:00,2019-09-17 18:25:00,14.007,2019-09-17,"18:20:00"
"D01","HOPB","112","100",2019-09-17 18:25:00,2019-09-17 18:30:00,14.06,2019-09-17,"18:25:00"
"D01","HOPB","112","100",2019-09-17 18:30:00,2019-09-17 18:35:00,14.109,2019-09-17,"18:30:00"
"D01","HOPB","112","100",2019-09-23 17:30:00,2019-09-23 17:35:00,17.252,2019-09-23,"17:30:00"
"D01","HOPB","112","100",2019-09-23 17:35:00,2019-09-23 17:40:00,17.269,2019-09-23,"17:35:00"
"D01","HOPB","112","100",2019-09-23 17:40:00,2019-09-23 17:45:00,17.3,2019-09-23,"17:40:00"
"D01","HOPB","112","100",2019-09-23 17:45:00,2019-09-23 17:50:00,17.332,2019-09-23,"17:45:00"
"D01","HOPB","112","100",2019-09-23 17:50:00,2019-09-23 17:55:00,17.358,2019-09-23,"17:50:00"
"D01","HOPB","112","100",2019-09-23 17:55:00,2019-09-23 18:00:00,17.393,2019-09-23,"17:55:00"
"D01","HOPB","112","100",2019-09-23 18:00:00,2019-09-23 18:05:00,17.425,2019-09-23,"18:00:00"
"D01","HOPB","112","100",2019-09-23 18:05:00,2019-09-23 18:10:00,17.459,2019-09-23,"18:05:00"
"D01","HOPB","112","100",2019-09-23 18:10:00,2019-09-23 18:15:00,17.497,2019-09-23,"18:10:00"
"D01","HOPB","112","100",2019-09-23 18:15:00,2019-09-23 18:20:00,17.543,2019-09-23,"18:15:00"
"D01","HOPB","112","100",2019-09-23 18:20:00,2019-09-23 18:25:00,17.593,2019-09-23,"18:20:00"
"D01","HOPB","112","100",2019-09-23 18:25:00,2019-09-23 18:30:00,17.637,2019-09-23,"18:25:00"
"D01","HOPB","112","100",2019-09-23 18:30:00,2019-09-23 18:35:00,17.671,2019-09-23,"18:30:00"
"D01","HOPB","112","100",2019-09-24 17:30:00,2019-09-24 17:35:00,16.824,2019-09-24,"17:30:00"
"D01","HOPB","112","100",2019-09-24 17:35:00,2019-09-24 17:40:00,16.824,2019-09-24,"17:35:00"
"D01","HOPB","112","100",2019-09-24 17:40:00,2019-09-24 17:45:00,16.821,2019-09-24,"17:40:00"
"D01","HOPB","112","100",2019-09-24 17:45:00,2019-09-24 17:50:00,16.825,2019-09-24,"17:45:00"
"D01","HOPB","112","100",2019-09-24 17:50:00,2019-09-24 17:55:00,16.825,2019-09-24,"17:50:00"
"D01","HOPB","112","100",2019-09-24 17:55:00,2019-09-24 18:00:00,16.842,2019-09-24,"17:55:00"
"D01","HOPB","112","100",2019-09-24 18:00:00,2019-09-24 18:05:00,16.869,2019-09-24,"18:00:00"
"D01","HOPB","112","100",2019-09-24 18:05:00,2019-09-24 18:10:00,16.9,2019-09-24,"18:05:00"
